id,question,content,training_data_type
011ce0ff-6ba6-5776-8d1f-c9738ebd5a0d-sql,"
                    Generating SQL for this question: 
                    Generating SQL for this question: 
                    Generating SQL for this question: Find the customer who bought the most albums in total quantity (across all invoices):
                    results in the following error: [ERROR-DF] Invalid dataframe .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-DF] Invalid dataframe .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-DF] Invalid dataframe .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT c.CustomerId, COUNT(ii.InvoiceLineId) AS TotalAlbums FROM customers c JOIN invoices i ON c.CustomerId = i.CustomerId JOIN invoice_items ii ON i.InvoiceId = ii.InvoiceId GROUP BY c.CustomerId ORDER BY TotalAlbums DESC LIMIT 1",sql
13a5348e-d5a8-55ac-a982-e406f8612346-sql,List all employees and their reporting manager's name (if any):,"SELECT
    e.FirstName || ' ' || e.LastName AS Employee,
    COALESCE(m.FirstName || ' ' || m.LastName, 'None') AS Manager
FROM
    employees e
LEFT JOIN
    employees m ON e.ReportsTo = m.EmployeeId LIMIT 20",sql
149754a0-aae5-526d-a24f-aa41a6f95d75-sql,which table stores customer's orders,SELECT name FROM sqlite_master WHERE type='table' AND name LIKE 'invoices%' LIMIT 20,sql
198be005-3d10-5b95-8e39-9a73ae76e6bc-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20,sql
205bf964-6182-5574-a8b5-3593a0819060-sql,Get the total number of invoices for each customer,"SELECT CustomerId, COUNT(InvoiceId) AS TotalInvoices FROM invoices GROUP BY CustomerId LIMIT 20",sql
256eeef7-aff7-59e7-bb8a-f2c361c407cf-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT CustomerId, SUM(Total) AS TotalSpent FROM invoices GROUP BY CustomerId ORDER BY TotalSpent DESC LIMIT 5",sql
3c1d40d7-99f3-599c-b694-93c30a74bddc-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT * FROM tracks WHERE lower(Name) LIKE '%what%' LIMIT 20,sql
5e22f1a8-263e-5e39-a6c7-c9e07c831a7e-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT TrackId, Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
5e526ae4-4473-5cc5-9185-b16c465687c0-sql,How many customers are there,SELECT COUNT(*) FROM customers LIMIT 20,sql
802db2ef-d2c7-5c61-9460-bd29c0714846-sql, Get the average invoice total for each customer:,"SELECT
    CustomerId,
    AVG(Total) AS AvgInvoiceTotal
FROM
    invoices
GROUP BY
    CustomerId LIMIT 20",sql
808b5efc-cefc-552b-b694-cb036fe56926-sql,Get all playlists containing at least 10 tracks and the total duration of those tracks:,"SELECT p.Name AS PlaylistName,
       COUNT(t.TrackId) AS TrackCount,
       SUM(t.Milliseconds) AS TotalDuration
FROM playlist_track pt
JOIN playlists p ON pt.PlaylistId = p.PlaylistId
JOIN tracks t ON pt.TrackId = t.TrackId
GROUP BY p.PlaylistId
HAVING TrackCount >= 10 LIMIT 20",sql
