id,question,content,training_data_type
0da46107-2542-5f41-b22b-cc9dfd396329-sql,Find the customer who bought the most albums in total quantity (across all invoices):," SELECT 
    c.CustomerId, 
    c.FirstName, 
    c.LastName, 
    SUM(ii.Quantity) AS TotalAlbumQuantity
FROM 
    customers c
JOIN 
    invoices i ON c.CustomerId = i.CustomerId
JOIN 
    invoice_items ii ON i.InvoiceId = ii.InvoiceId
GROUP BY 
    c.CustomerId
ORDER BY 
    TotalAlbumQuantity DESC
LIMIT 1",sql
195723ff-5dc9-517c-a00f-b65d77257707-sql,Find the customer with the most invoices ," SELECT c.CustomerId, c.FirstName, c.LastName, COUNT(i.InvoiceId) AS TotalInvoices
FROM customers c
JOIN invoices i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId
ORDER BY TotalInvoices DESC
LIMIT 1",sql
4b79c716-8507-5bd4-9672-d066cd2f2830-sql,Get the total number of invoices for each customer,"SELECT 
    c.CustomerId, 
    c.FirstName, 
    c.LastName, 
    COUNT(i.InvoiceId) AS TotalInvoices
FROM 
    customers c
LEFT JOIN 
    invoices i ON c.CustomerId = i.CustomerId
GROUP BY 
    c.CustomerId",sql
58f7fa9a-e727-571b-a797-cc42c4d243af-sql,List all customers from Canada and their email addresses:," SELECT FirstName, LastName, Email FROM customers WHERE Country = 'Canada' ORDER BY LastName ASC",sql
5e22f1a8-263e-5e39-a6c7-c9e07c831a7e-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT TrackId, Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
80d692a2-1494-531e-aa0f-d0fe0fc644ce-sql,List all employees and their reporting manager's name (if any):," SELECT e.FirstName AS EmployeeFirstName, e.LastName AS EmployeeLastName, m.FirstName AS ManagerFirstName, m.LastName AS ManagerLastName
FROM employees e
LEFT JOIN employees m ON e.ReportsTo = m.EmployeeId",sql
9852f10a-938e-5737-af00-feddc24eaea0-sql,"      
        Find the top 5 customers who bought the most albums in total quantity (across all invoices):
        Hint: album quantity is found in invoice_items, 
    "," SELECT c.CustomerId, c.FirstName, c.LastName, SUM(ii.Quantity) AS TotalAlbumQuantity
FROM customers c
JOIN invoices i ON c.CustomerId = i.CustomerId
JOIN invoice_items ii ON i.InvoiceId = ii.InvoiceId
GROUP BY c.CustomerId
ORDER BY TotalAlbumQuantity DESC
LIMIT 5",sql
9b363c64-1177-591f-a080-52eb44b4e128-sql,List all invoices with a total exceeding $10, SELECT * FROM invoices WHERE Total > 10.00 ORDER BY Total DESC,sql
a93f9806-5813-5eef-bc18-adcb0212da83-sql,Find the total number of invoices per country," SELECT BillingCountry, COUNT(*) AS TotalInvoices FROM invoices GROUP BY BillingCountry ORDER BY TotalInvoices DESC",sql
ab05ee9e-e140-5ee1-905d-cf5fa96e8317-sql,List all albums and their corresponding artist names  ,"SELECT 
    albums.Title AS AlbumTitle,
    artists.Name AS ArtistName
FROM 
    albums
JOIN 
    artists ON albums.ArtistId = artists.ArtistId",sql
