id,question,content,training_data_type
00118ff2-e744-57be-8deb-9ba68ca3fcb1-sql,"
                    Generating SQL for this question: 
                    Generating SQL for this question: 
                    Generating SQL for this question: List all employees and their reporting manager's name (if any):
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT T1.FirstName ,  T1.LastName ,  T2.FirstName ,  T2.LastName FROM employees AS T1 INNER JOIN employees AS T2 ON T1.ReportsTo = T2.EmployeeId ORDER BY T1.FirstName ,  T1.LastName LIMIT 20",sql
09b5c84c-abca-5731-af61-7d148c5bd42f-sql,Can you list all tables in the SQLite database catalog?,SELECT name FROM sqlite_master WHERE type='table' ORDER BY name LIMIT 20,sql
198be005-3d10-5b95-8e39-9a73ae76e6bc-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20,sql
25b6b0b9-6352-55e8-9b3e-367726ab2661-sql,"
                    Generating SQL for this question: which table stores customer's orders
                    results in the following error: [ERROR-SQL] the generated SQL : The invoices table stores the customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                ",SELECT * FROM invoices LIMIT 20,sql
277b70ca-2ba0-55ae-842f-1f85c75f2845-sql,Find the customer with the most invoices ,"SELECT FirstName ,  LastName FROM customers WHERE CustomerId IN ( SELECT CustomerId FROM invoices GROUP BY CustomerId ORDER BY COUNT(*) DESC LIMIT 1 )",sql
335140a4-7979-5d70-9455-a19b3107a378-sql,"
                    Generating SQL for this question: 
                    Generating SQL for this question: List all employees and their reporting manager's name (if any):
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT T1.FirstName ,  T1.LastName ,  T2.FirstName ,  T2.LastName FROM employees AS T1 INNER JOIN employees AS T2 ON T1.ReportsTo = T2.EmployeeId ORDER BY T1.FirstName ,  T1.LastName LIMIT 20",sql
42264f7f-7ffe-5240-bba3-2bd5ed49cfdb-sql,List all employees and their reporting manager's name (if any):,"SELECT T1.FirstName ,  T1.LastName ,  T2.FirstName ,  T2.LastName FROM employees AS T1 INNER JOIN employees AS T2 ON T1.ReportsTo = T2.EmployeeId ORDER BY T1.FirstName ,  T1.LastName LIMIT 20",sql
460bcdd8-5c7e-5d72-a47c-2a22c45c6b72-sql,Identify artists who have albums with tracks appearing in multiple genres:,SELECT T2.Name FROM albums AS T1 INNER JOIN artists AS T2 ON T1.ArtistId = T2.ArtistId WHERE T1.AlbumId IN ( SELECT AlbumId FROM tracks GROUP BY AlbumId HAVING COUNT(DISTINCT GenreId) > 1 ) LIMIT 20,sql
51d90e46-63db-5a81-be60-eb330cf8e654-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT Name ,  UnitPrice FROM tracks GROUP BY Name ORDER BY UnitPrice DESC LIMIT 5",sql
5e526ae4-4473-5cc5-9185-b16c465687c0-sql,How many customers are there,SELECT COUNT(*) FROM customers LIMIT 20,sql
