id,question,content,training_data_type
149754a0-aae5-526d-a24f-aa41a6f95d75-sql,which table stores customer's orders,SELECT name FROM sqlite_master WHERE type='table' AND name LIKE 'invoices%' LIMIT 20,sql
1652acd1-1574-52d1-a36a-4b15204d315f-sql,List all customers from Canada and their email addresses:,"SELECT Country, Email
FROM customers
WHERE Country = 'Canada' LIMIT 20",sql
29b9dc23-b592-5dae-9c0a-324a99149b7a-sql,Find the customer with the most invoices ,"SELECT c.CustomerId, COUNT(i.InvoiceId) as 'Total Invoices'
FROM customers c
JOIN invoices i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId
ORDER BY `Total Invoices` DESC LIMIT 1",sql
335ea897-52e8-5a05-92af-dfa7beb40ce0-sql,Get all playlists containing at least 10 tracks and the total duration of those tracks:,"SELECT P.Name, SUM(T.Milliseconds / 1000) as 'Total Duration'
FROM playlists P
JOIN playlist_track PT ON P.PlaylistId = PT.PlaylistId
JOIN tracks T ON PT.TrackId = T.TrackId
GROUP BY P.Name
HAVING COUNT(P.Name) >= 10 LIMIT 20",sql
3fcf7ae2-0b4b-5770-8354-1aa3c5c49cdc-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT TrackId, UnitPrice 
FROM tracks 
ORDER BY UnitPrice DESC LIMIT 5",sql
432812d6-ffa2-5f2c-96de-9b34c1affe2f-sql,Identify artists who have albums with tracks appearing in multiple genres:,"SELECT T3.Name, COUNT(T2.AlbumId) as 'Albums'
FROM tracks AS T1
JOIN albums AS T2 ON T1.AlbumId = T2.AlbumId 
JOIN artists AS T3 ON T2.ArtistId = T3.ArtistId
GROUP BY T3.Name HAVING COUNT(DISTINCT T1.GenreId) > 1 LIMIT 20",sql
4514ddd5-d14a-5252-a0a9-df53aa14a825-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT CustomerId, SUM(Total) as 'Total Spent' FROM invoices GROUP BY CustomerId ORDER BY `Total Spent` DESC LIMIT 5",sql
47613bb3-6ec0-5476-b654-0125fb03f615-sql,List all employees and their reporting manager's name (if any):,"SELECT T1.FirstName, T1.LastName, COALESCE(T2.FirstName, 'No Manager') as 'Reporting Manager'
FROM employees AS T1
LEFT JOIN employees AS T2 ON T1.ReportsTo = T2.EmployeeId LIMIT 20",sql
560dacd9-7bd4-5b99-a493-2a51f5832154-sql,Find all invoices since 2010 and the total amount invoiced:,"SELECT InvoiceDate, Total 
FROM invoices 
WHERE strftime('%Y', InvoiceDate) > '2010' LIMIT 20",sql
6c7d66a9-5582-56db-90c6-f33ac6f83ac7-sql,"
                    Generating SQL for this question: 
                    Generating SQL for this question: Find the customer who bought the most albums in total quantity (across all invoices):
                    results in the following error: [ERROR-DB] Failed to execute SQL: SELECT c.CustomerId, SUM(ii.Quantity) as 'Total Albums Purchased'
FROM customers c
JOIN invoice_items ii ON c.CustomerId = ii.CustomerId
GROUP BY c.CustomerId ORDER BY `Total Albums Purchased` DESC LIMIT 1
 Execution failed on sql 'SELECT c.CustomerId, SUM(ii.Quantity) as 'Total Albums Purchased'
FROM customers c
JOIN invoice_items ii ON c.CustomerId = ii.CustomerId
GROUP BY c.CustomerId ORDER BY `Total Albums Purchased` DESC LIMIT 1': no such column: ii.CustomerId .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-DB] Failed to execute SQL: SELECT c.CustomerId, SUM(ii.Quantity) as 'Total Albums Purchased'
FROM customers c
JOIN invoice_items ii ON c.CustomerId = ii.CustomerId
GROUP BY c.CustomerId ORDER BY `Total Albums Purchased` DESC LIMIT 1
 Execution failed on sql 'SELECT c.CustomerId, SUM(ii.Quantity) as 'Total Albums Purchased'
FROM customers c
JOIN invoice_items ii ON c.CustomerId = ii.CustomerId
GROUP BY c.CustomerId ORDER BY `Total Albums Purchased` DESC LIMIT 1': no such column: ii.CustomerId .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT c.CustomerId, SUM(ii.Quantity) as 'Total Albums Purchased'
FROM customers c
JOIN invoice_items ii ON c.CustomerId = ii.InvoiceId
GROUP BY c.CustomerId ORDER BY `Total Albums Purchased` DESC LIMIT 1",sql
8e8cc051-7dcf-580b-b6ea-1743b8257006-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ","SELECT TrackId, Name 
FROM tracks 
WHERE Name LIKE '%what%' COLLATE NOCASE LIMIT 20",sql
9f52b00e-4ebd-5eda-b218-51645a2fbdc1-sql,Can you list all tables in the SQLite database catalog?,SELECT name FROM sqlite_master WHERE type='table' LIMIT 20,sql
a3146099-61f5-5038-a674-df567fd9ffe0-sql,How many customers are there,SELECT COUNT(CustomerId) FROM customers LIMIT 20,sql
