id,question,content,training_data_type
2c5fdfa9-93bb-58bb-98de-cf8d4ed15db5-sql,"
                    Generating SQL for this question: Find the customer who bought the most albums in total quantity (across all invoices):
                    results in the following error: [ERROR-DB] Failed to execute SQL: SELECT c.FirstName, c.LastName, SUM(i.Quantity) AS TotalQuantity
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId, c.FirstName, c.LastName
ORDER BY TotalQuantity DESC LIMIT 1
 Execution failed on sql 'SELECT c.FirstName, c.LastName, SUM(i.Quantity) AS TotalQuantity
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId, c.FirstName, c.LastName
ORDER BY TotalQuantity DESC LIMIT 1': no such column: i.Quantity .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT c.FirstName, c.LastName, SUM(ii.Quantity) AS TotalQuantity
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
JOIN ""invoice_items"" ii ON i.InvoiceId = ii.InvoiceId
GROUP BY c.CustomerId, c.FirstName, c.LastName
ORDER BY TotalQuantity DESC LIMIT 1",sql
4466d6c0-e860-5aa0-94c4-86b3c1ff001d-sql,Identify artists who have albums with tracks appearing in multiple genres:,"SELECT a.Name
FROM ""artists"" a
JOIN ""albums"" al ON a.ArtistId = al.ArtistId
JOIN ""tracks"" t ON al.AlbumId = t.AlbumId
WHERE t.GenreId IN (SELECT GenreId FROM ""genres"")
GROUP BY a.Name, a.ArtistId
HAVING COUNT(DISTINCT t.GenreId) > 1 LIMIT 20",sql
4c10af17-66a0-55c0-a11b-9a37aa92ea50-sql," 
        Can you find the top 10 most popular artists based on the number of tracks?
        Hint: There are 3 tables - artists, albums and tracks, 
        where albums and artists are linked by ArtistId, albums and tracks are linked by AlbumId,
    ","SELECT a.Name, COUNT(t.TrackId) AS TrackCount
FROM ""artists"" a
JOIN ""albums"" al ON a.ArtistId = al.ArtistId
JOIN ""tracks"" t ON al.AlbumId = t.AlbumId
GROUP BY a.ArtistId, a.Name
ORDER BY TrackCount DESC
LIMIT 10",sql
4f2e0a38-a0c5-5b0e-8d58-c17f6ac250ce-sql,what are the top 5 countries that customers come from?,"SELECT country, COUNT(*) AS total_customers
FROM ""customers""
GROUP BY country
ORDER BY total_customers DESC
LIMIT 5",sql
54d002df-7093-5973-bca5-6494d5c748d1-sql,List all albums and their corresponding artist names  ,"SELECT a.Title, a.ArtistId, ar.Name
FROM ""albums"" a
JOIN ""artists"" ar ON a.ArtistId = ar.ArtistId LIMIT 20",sql
5a1d4e33-c210-5376-92c7-fceb19cb27c3-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ","SELECT *
FROM ""tracks""
WHERE Name LIKE '%what%' COLLATE NOCASE LIMIT 20",sql
60badd56-6d38-5a61-bd91-17c55ecc17d6-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT c.FirstName, c.LastName, SUM(i.Total) AS TotalSpent
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId, c.FirstName, c.LastName
ORDER BY TotalSpent DESC LIMIT 5",sql
655abc43-4801-5f6d-8fd7-e95433326aa0-sql,"      
        Find the top 5 customers who bought the most albums in total quantity (across all invoices):
        Hint: album quantity is found in invoice_items, 
    ","SELECT c.FirstName, c.LastName, SUM(ii.Quantity) AS TotalAlbums
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
JOIN ""invoice_items"" ii ON i.InvoiceId = ii.InvoiceId
GROUP BY c.CustomerId, c.FirstName, c.LastName
ORDER BY TotalAlbums DESC
LIMIT 5",sql
7779d848-5c06-588e-8ed4-5aad4569cca4-sql,Find the total number of invoices per country,"SELECT c.Country, COUNT(i.InvoiceId) AS TotalInvoices
FROM ""customers"" c
JOIN ""invoices"" i ON c.CustomerId = i.CustomerId
GROUP BY c.Country LIMIT 20",sql
9072039a-c65e-55a1-b18f-bcf4d046bb38-sql,Get all playlists containing at least 10 tracks and the total duration of those tracks:,"SELECT p.PlaylistId, p.Name, SUM(t.Milliseconds) AS TotalDuration
FROM ""playlists"" p
JOIN ""playlist_track"" pt ON p.PlaylistId = pt.PlaylistId
JOIN ""tracks"" t ON pt.TrackId = t.TrackId
GROUP BY p.PlaylistId, p.Name
HAVING COUNT(pt.TrackId) >= 10 LIMIT 20",sql
