id,question,content,training_data_type
0bd2172c-51f6-5c02-82b4-12406f8b1337-sql,"
        For the question Get all playlists containing at least 10 tracks and the total duration of those tracks:, 
        the generated SQL statement SELECT p.Name AS PlaylistName, SUM(tMilliseconds) AS TotalDuration 
FROM playlist_track pt 
JOIN playlists p ON p.PlaylistId = pt.PlaylistId 
JOIN tracks t ON t.TrackId = pt.TrackId 
GROUP BY p.PlaylistId, p.Name 
HAVING COUNT(pt.TrackId) >= 10 results in the following exception [ERROR-DB] Failed to execute SQL: SELECT p.Name AS PlaylistName, SUM(tMilliseconds) AS TotalDuration 
FROM playlist_track pt 
JOIN playlists p ON p.PlaylistId = pt.PlaylistId 
JOIN tracks t ON t.TrackId = pt.TrackId 
GROUP BY p.PlaylistId, p.Name 
HAVING COUNT(pt.TrackId) >= 10
 Execution failed on sql 'SELECT p.Name AS PlaylistName, SUM(tMilliseconds) AS TotalDuration 
FROM playlist_track pt 
JOIN playlists p ON p.PlaylistId = pt.PlaylistId 
JOIN tracks t ON t.TrackId = pt.TrackId 
GROUP BY p.PlaylistId, p.Name 
HAVING COUNT(pt.TrackId) >= 10': no such column: tMilliseconds .
        Please fix the error and re-generate the SQL
        ","SELECT p.Name AS PlaylistName, SUM(t.Milliseconds) AS TotalDuration 
FROM playlist_track pt 
JOIN playlists p ON p.PlaylistId = pt.PlaylistId 
JOIN tracks t ON t.TrackId = pt.TrackId 
GROUP BY p.PlaylistId, p.Name 
HAVING COUNT(pt.TrackId) >= 10",sql
0c0e62e0-007d-5c4c-80be-7211493a0867-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT Name FROM tracks WHERE LOWER(Name) LIKE '%what%',sql
169d2960-d7e4-5591-96a5-9a0aeb184182-sql,List all employees and their reporting manager's name (if any):,"SELECT e1.FirstName, e1.LastName, e2.FirstName AS ManagerFirstName, e2.LastName AS ManagerLastName 
FROM employees e1 
LEFT JOIN employees e2 ON e1.ReportsTo = e2.EmployeeId",sql
3573cc12-226d-594d-b18e-59b7a60974e9-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
36afa966-46b5-5542-932c-f48e49d47d80-sql,Find all invoices since 2010 and the total amount invoiced:,"SELECT InvoiceDate, Total FROM invoices WHERE InvoiceDate >= '2010-01-01'",sql
402510e1-d33d-5a70-bb88-2f7ce9cbd1d8-sql,Get the total number of invoices for each customer,"SELECT c.CustomerId, c.FirstName, c.LastName, COUNT(i.InvoiceId) AS InvoiceCount FROM customers c LEFT JOIN invoices i ON c.CustomerId = i.CustomerId GROUP BY c.CustomerId, c.FirstName, c.LastName ORDER BY InvoiceCount DESC",sql
41f71e9e-4d28-5737-9fdb-0f51b59cf434-sql,Can you list all tables in the SQLite database catalog?,SELECT name FROM sqlite_master WHERE type='table' ORDER BY name,sql
54594b94-c673-5abd-94bb-df5267e3f040-sql,which table stores customer's orders,SELECT name FROM sqlite_master WHERE type='table' AND name='invoices',sql
6864f5cf-44ee-53b4-aaa3-2ebe2aee3f38-sql,Find the total number of invoices per country,"SELECT BillingCountry, COUNT(*) AS InvoiceCount FROM invoices GROUP BY BillingCountry ORDER BY InvoiceCount DESC",sql
9661e9a6-5c76-5d83-a760-4d6e3c71db1c-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT c.CustomerId, c.FirstName, c.LastName, SUM(i.Total) AS TotalSpent 
FROM customers c 
JOIN invoices i ON c.CustomerId = i.CustomerId 
GROUP BY c.CustomerId, c.FirstName, c.LastName 
ORDER BY TotalSpent DESC LIMIT 5",sql
