id,question,content,training_data_type
092be065-5a42-591f-9079-33f77a74fc31-sql,Find the top 5 most expensive tracks (based on unit price):,SELECT * FROM tracks ORDER BY UnitPrice DESC LIMIT 5;,sql
0ccd7b66-5344-502c-878f-3b4f3417e3d1-sql,Get the total number of invoices for each customer,"SELECT CustomerId, COUNT(*) as invoice_count FROM invoices GROUP BY CustomerId LIMIT 10;",sql
13f16b6e-9a5b-57b8-be42-67cd403dc00c-sql,Identify artists who have albums with tracks appearing in multiple genres:,"SELECT a.Name, COUNT(DISTINCT g.GenreId) as num_genres FROM artists AS a JOIN albums AS al ON a.ArtistId = al.ArtistId JOIN tracks AS t ON al.AlbumId = t.AlbumId JOIN genres AS g ON t.GenreId = g.GenreId GROUP BY a.ArtistId HAVING COUNT(DISTINCT g.GenreId) > 1 LIMIT 20;",sql
204f9289-25a1-586a-82f6-993019b88040-sql,"
                    Generating SQL for this question:  
        Can you find the top 10 most popular artists based on the number of tracks?
        Hint: There are 3 tables - artists, albums and tracks, 
        where albums and artists are linked by ArtistId, albums and tracks are linked by AlbumId,
    
                    results in the following error: [ERROR-VIZ] Failed to visualize df with plotly:
 str(e) .
                    Can you try to fix the error and re-generate the SQL statement?
                ","SELECT a.Name, COUNT(*) as num_tracks FROM artists AS a JOIN albums AS al ON a.ArtistId = al.ArtistId JOIN tracks AS t ON al.AlbumId = t.AlbumId GROUP BY a.Name ORDER BY num_tracks DESC LIMIT 10;",sql
2388a935-5876-57e6-972c-bb456b73a5df-sql,Get all playlists containing at least 10 tracks and the total duration of those tracks:,"SELECT p.Name, SUM(t.Milliseconds) as playlist_duration FROM playlists AS p JOIN playlist_track AS pt ON p.PlaylistId = pt.PlaylistId JOIN tracks AS t ON pt.TrackId = t.TrackId GROUP BY p.PlaylistId HAVING COUNT(*) >= 10 LIMIT 20",sql
39205e23-c047-5170-a664-cf9fbd0ef4c2-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT * FROM tracks WHERE Name LIKE '%What%' LIMIT 20,sql
490195ed-83fc-5e79-a109-fe0d74edb9ae-sql,what are the top 5 countries that customers come from?,"SELECT BillingCountry, COUNT(*) as count FROM invoices GROUP BY BillingCountry ORDER BY count DESC LIMIT 5;",sql
4dcd19bd-8d7d-5381-bf3c-c4b93e7bbaf0-sql,List all genres and the number of tracks in each genre:,"SELECT g.Name, COUNT(*) as num_tracks FROM genres AS g JOIN tracks AS t ON g.GenreId = t.GenreId GROUP BY g.Name LIMIT 20;",sql
52b655f7-e6ef-553c-924e-c3560328690d-sql,Find the total number of invoices per country,"SELECT BillingCountry, COUNT(*) as invoice_count FROM invoices GROUP BY BillingCountry LIMIT 20",sql
59326e87-0454-50a5-b797-ef9dea08cec2-sql, Get the average invoice total for each customer:,"SELECT CustomerId, AVG(Total) as avg_total FROM invoices GROUP BY CustomerId LIMIT 20;",sql
5e526ae4-4473-5cc5-9185-b16c465687c0-sql,How many customers are there,SELECT COUNT(*) FROM customers LIMIT 20,sql
5e93e4a6-441e-52a9-bf40-8b032beaa12a-sql," 
        Can you find the top 10 most popular artists based on the number of tracks?
        Hint: There are 3 tables - artists, albums and tracks, 
        where albums and artists are linked by ArtistId, albums and tracks are linked by AlbumId,
    ","SELECT a.Name, COUNT(*) as num_tracks FROM artists AS a JOIN albums AS al ON a.ArtistId = al.ArtistId JOIN tracks AS t ON al.AlbumId = t.AlbumId GROUP BY a.Name ORDER BY num_tracks DESC LIMIT 10;",sql
6802e58a-1b39-5345-9934-01987fdf463e-sql,List all albums and their corresponding artist names  ,"SELECT a.Title, ar.Name FROM albums AS a JOIN artists AS ar ON a.ArtistId = ar.ArtistId LIMIT 20",sql
808edaf8-d89a-5dc8-9b58-f69707007e80-sql,"      
        Find the top 5 customers who bought the most albums in total quantity (across all invoices):
        Hint: album quantity is found in invoice_items, 
    ","SELECT c.FirstName, c.LastName, COUNT(*) as album_count FROM customers AS c JOIN invoices AS i ON c.CustomerId = i.CustomerId JOIN invoice_items AS ii ON i.InvoiceId = ii.InvoiceId GROUP BY c.CustomerId ORDER BY album_count DESC LIMIT 5;",sql
899e644c-705b-5911-af3a-2d089a1f3d0e-sql,Find all invoices since 2010 and the total amount invoiced:,"SELECT InvoiceId, Total FROM invoices WHERE strftime('%Y',InvoiceDate) > '2010' LIMIT 20",sql
9f52b00e-4ebd-5eda-b218-51645a2fbdc1-sql,Can you list all tables in the SQLite database catalog?,SELECT name FROM sqlite_master WHERE type='table' LIMIT 20,sql
acc510eb-d3c2-5759-9778-a937c14b7413-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20;,sql
ad98bd20-3aa3-52a6-a507-a14e804776fe-sql,"
                    Generating SQL for this question: 
                    Generating SQL for this question: 
                    Generating SQL for this question: which table stores customer's orders
                    results in the following error: [ERROR-SQL] the generated SQL : The 'orders' table stores customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-SQL] the generated SQL : The 'orders' table stores customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                
                    results in the following error: [ERROR-SQL] the generated SQL : The 'orders' table stores customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                ",SELECT name FROM sqlite_master WHERE type='table' LIMIT 20;,sql
aecb6704-edda-523e-8be1-3ac3bb568e9c-sql,Find the customer with the most invoices ,"SELECT c.CustomerId, COUNT(*) as invoice_count FROM customers AS c JOIN invoices AS i ON c.CustomerId = i.CustomerId GROUP BY c.CustomerId ORDER BY invoice_count DESC LIMIT 20;",sql
