"Station Name","MONTEBELLO (SEDBERGH)"
"Province","QUEBEC"
"Latitude","45.70"
"Longitude","-74.93"
"Elevation","196.60"
"Climate Identifier","7035110"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-08-23","2012","08","23","","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-08-24","2012","08","24","","","M","","M","","M","","M","","M","0.0","E","0.0","","0.0","E","0","","","","",""
"2012-08-25","2012","08","25","","","M","14.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-08-26","2012","08","26","","30.0","","14.0","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-08-27","2012","08","27","","24.0","","15.5","","19.8","","0.0","","1.8","","11.0","","0.0","","11.0","","0","","","","",""
"2012-08-28","2012","08","28","","21.0","","","M","","M","","M","","M","0.6","","0.0","","0.6","","","M","","","",""
"2012-08-29","2012","08","29","","23.0","","4.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-08-30","2012","08","30","","28.5","","9.0","","18.8","","0.0","","0.8","","0.4","","0.0","","0.4","","0","","","","",""
"2012-08-31","2012","08","31","","25.0","","","M","","M","","M","","M","14.8","","0.0","","14.8","","0","","","","",""
"2012-09-01","2012","09","01","","24.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-02","2012","09","02","","25.5","","11.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-03","2012","09","03","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-04","2012","09","04","","23.0","","","M","","M","","M","","M","13.6","","0.0","","13.6","","0","","","","",""
"2012-09-05","2012","09","05","","27.0","","14.5","","20.8","","0.0","","2.8","","8.2","","0.0","","8.2","","0","","","","",""
"2012-09-06","2012","09","06","","26.0","","15.5","","20.8","","0.0","","2.8","","1.0","","0.0","","1.0","","0","","","","",""
"2012-09-07","2012","09","07","","24.0","","8.5","","16.3","","1.7","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"2012-09-08","2012","09","08","","23.0","","15.0","","19.0","","0.0","","1.0","","12.2","","0.0","","12.2","","0","","","","",""
"2012-09-09","2012","09","09","","16.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-10","2012","09","10","","16.5","","5.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-11","2012","09","11","","21.0","","1.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-12","2012","09","12","","26.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-13","2012","09","13","","27.0","","8.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-14","2012","09","14","","22.0","","12.0","","17.0","","1.0","","0.0","","17.6","","0.0","","17.6","","0","","","","",""
"2012-09-15","2012","09","15","","17.0","","","M","","M","","M","","M","1.0","","0.0","","1.0","","0","","","","",""
"2012-09-16","2012","09","16","","16.0","","-1.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-17","2012","09","17","","24.0","","4.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-18","2012","09","18","","","M","11.0","","","M","","M","","M","56.0","","0.0","","56.0","","0","","","","",""
"2012-09-19","2012","09","19","","14.0","","4.5","","9.3","","8.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2012-09-20","2012","09","20","","19.0","","1.0","","10.0","","8.0","","0.0","","6.2","","0.0","","6.2","","0","","","","",""
"2012-09-21","2012","09","21","","15.0","","11.0","","13.0","","5.0","","0.0","","","M","0.0","E","","M","0","","","","",""
"2012-09-22","2012","09","22","","17.0","","","M","","M","","M","","M","1.0","","0.0","","1.0","","0","","","","",""
"2012-09-23","2012","09","23","","14.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-24","2012","09","24","","15.5","","-1.0","","7.3","","10.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2012-09-25","2012","09","25","","19.0","","8.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-26","2012","09","26","","","M","8.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-27","2012","09","27","","15.0","","1.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-28","2012","09","28","","17.0","","-1.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-09-29","2012","09","29","","18.0","","1.0","","9.5","","8.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"2012-09-30","2012","09","30","","12.0","","8.5","","10.3","","7.7","","0.0","","30.2","","0.0","","30.2","","0","","","","",""
"2012-10-01","2012","10","01","","16.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-02","2012","10","02","","19.0","","5.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-03","2012","10","03","","","M","","M","","M","","M","","M","1.0","","0.0","","1.0","","0","","","","",""
"2012-10-04","2012","10","04","","15.0","","12.0","","13.5","","4.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"2012-10-05","2012","10","05","","21.0","","","M","","M","","M","","M","9.6","","0.0","","9.6","","0","","","","",""
"2012-10-06","2012","10","06","","13.0","","7.0","","10.0","","8.0","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"2012-10-07","2012","10","07","","9.0","","-1.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-08","2012","10","08","","12.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-09","2012","10","09","","15.0","","0.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-10","2012","10","10","","14.0","","5.5","","9.8","","8.2","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"2012-10-11","2012","10","11","","","M","0.0","","","M","","M","","M","8.4","","0.0","","8.4","","0","","","","",""
"2012-10-12","2012","10","12","","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-13","2012","10","13","","","M","","M","","M","","M","","M","15.0","","0.0","","15.0","","0","","","","",""
"2012-10-14","2012","10","14","","","M","3.0","","","M","","M","","M","22.8","","0.0","","22.8","","0","","","","",""
"2012-10-15","2012","10","15","","17.0","","6.5","","11.8","","6.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2012-10-16","2012","10","16","","8.5","","1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-17","2012","10","17","","10.0","","-3.5","","3.3","","14.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2012-10-18","2012","10","18","","18.0","","7.0","","12.5","","5.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"2012-10-19","2012","10","19","","13.0","","8.5","","10.8","","7.2","","0.0","","23.4","","0.0","","23.4","","0","","","","",""
"2012-10-20","2012","10","20","","16.0","","10.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-21","2012","10","21","","12.0","","5.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-22","2012","10","22","","15.5","","5.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-23","2012","10","23","","14.0","","0.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-24","2012","10","24","","10.0","","-3.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-25","2012","10","25","","12.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-26","2012","10","26","","19.0","","8.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-27","2012","10","27","","12.0","","10.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-28","2012","10","28","","","M","5.5","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-10-29","2012","10","29","","","M","5.5","","","M","","M","","M","1.6","","0.0","","1.6","","0","","","","",""
"2012-10-30","2012","10","30","","20.0","","","M","","M","","M","","M","5.2","","0.0","","5.2","","","M","","","",""
"2012-10-31","2012","10","31","","13.0","","6.0","","9.5","","8.5","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"2012-11-01","2012","11","01","","7.0","","4.0","","5.5","","12.5","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"2012-11-02","2012","11","02","","6.0","","2.0","","4.0","","14.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2012-11-03","2012","11","03","","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-04","2012","11","04","","4.0","","0.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-05","2012","11","05","","1.0","","-6.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-06","2012","11","06","","2.0","","-9.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-07","2012","11","07","","4.0","","-10.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-08","2012","11","08","","5.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-09","2012","11","09","","4.0","","-6.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-10","2012","11","10","","6.0","","-3.0","","1.5","","16.5","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"2012-11-11","2012","11","11","","7.0","","-4.0","","1.5","","16.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2012-11-12","2012","11","12","","","M","1.0","","","M","","M","","M","4.2","","0.0","","4.2","","0","","","","",""
"2012-11-13","2012","11","13","","6.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-14","2012","11","14","","6.0","","-7.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-15","2012","11","15","","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-16","2012","11","16","","4.0","","-9.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-17","2012","11","17","","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-18","2012","11","18","","5.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-19","2012","11","19","","6.0","","-10.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-20","2012","11","20","","5.0","","-8.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-21","2012","11","21","","9.0","","-5.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-22","2012","11","22","","10.0","","-5.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-23","2012","11","23","","11.0","","","M","","M","","M","","M","5.4","","0.0","","5.4","","0","","","","",""
"2012-11-24","2012","11","24","","2.0","","-3.0","","-0.5","","18.5","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"2012-11-25","2012","11","25","","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2012-11-26","2012","11","26","","0.0","","-9.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-27","2012","11","27","","0.0","","-12.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-11-28","2012","11","28","","0.0","","-9.0","","-4.5","","22.5","","0.0","","0.0","","1.2","","1.2","","0","","","","",""
"2012-11-29","2012","11","29","","-1.0","","","M","","M","","M","","M","0.0","","0.4","","0.4","","0","T","","","",""
"2012-11-30","2012","11","30","","-7.0","","-17.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2012-12-01","2012","12","01","","1.0","","-17.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-12-02","2012","12","02","","","M","-7.0","","","M","","M","","M","15.0","","0.0","","15.0","","0","","","","",""
"2012-12-03","2012","12","03","","3.0","","0.0","","1.5","","16.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2012-12-04","2012","12","04","","12.0","","0.0","","6.0","","12.0","","0.0","","9.8","","0.6","","10.4","","0","","","","",""
"2012-12-05","2012","12","05","","1.0","","-3.0","","-1.0","","19.0","","0.0","","","M","0.0","T","","M","0","T","","","",""
"2012-12-06","2012","12","06","","-2.0","","-9.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-12-07","2012","12","07","","2.0","","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","0","T","","","",""
"2012-12-08","2012","12","08","","","M","-1.0","","","M","","M","","M","0.0","","2.0","","2.0","","0","T","","","",""
"2012-12-09","2012","12","09","","0.0","","-6.0","","-3.0","","21.0","","0.0","","9.9","E","2.0","","11.9","E","4","","","","",""
"2012-12-10","2012","12","10","","1.0","","-6.0","","-2.5","","20.5","","0.0","","4.1","E","0.0","T","4.1","E","8","","","","",""
"2012-12-11","2012","12","11","","-6.0","","-13.0","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","6","","","","",""
"2012-12-12","2012","12","12","","","M","","M","","M","","M","","M","0.0","","1.0","","1.0","","6","","","","",""
"2012-12-13","2012","12","13","","0.0","","-15.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2012-12-14","2012","12","14","","4.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","6","","","","",""
"2012-12-15","2012","12","15","","-5.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","5","","","","",""
"2012-12-16","2012","12","16","","-1.0","","-12.0","","-6.5","","24.5","","0.0","","0.0","","","M","","M","4","","","","",""
"2012-12-17","2012","12","17","","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","8.0","","8.0","","10","","","","",""
"2012-12-18","2012","12","18","","2.0","","-1.0","","0.5","","17.5","","0.0","","","M","3.0","","","M","18","","","","",""
"2012-12-19","2012","12","19","","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2012-12-20","2012","12","20","","","M","-5.0","","","M","","M","","M","0.0","","7.0","","7.0","","14","","","","",""
"2012-12-21","2012","12","21","","","M","-3.0","","","M","","M","","M","0.0","C","13.0","","","M","28","","","","",""
"2012-12-22","2012","12","22","","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","36","","","","",""
"2012-12-23","2012","12","23","","-7.0","","-11.0","","-9.0","","27.0","","0.0","","0.0","","1.0","","1.0","","38","","","","",""
"2012-12-24","2012","12","24","","","M","-20.0","","","M","","M","","M","0.0","","0.0","","0.0","","38","","","","",""
"2012-12-25","2012","12","25","","","M","-18.0","","","M","","M","","M","0.0","","0.0","","0.0","","38","","","","",""
"2012-12-26","2012","12","26","","-5.0","","-17.0","","-11.0","","29.0","","0.0","","0.0","","3.0","","3.0","","38","","","","",""
"2012-12-27","2012","12","27","","","M","","M","","M","","M","","M","0.0","","18.0","","18.0","","40","","","","",""
"2012-12-28","2012","12","28","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"2012-12-29","2012","12","29","","-8.0","","-16.0","","-12.0","","30.0","","0.0","","0.0","","","M","","M","54","","","","",""
"2012-12-30","2012","12","30","","-11.0","","-16.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","58","","","","",""
"2012-12-31","2012","12","31","","","M","-16.0","","","M","","M","","M","0.0","","2.0","","2.0","","58","","","","",""
