date, return, top_10
2010-12-31, 1.0493933841821117, LULU SIRI BKR FTNT ILMN AVGO SBUX ODFL LRCX HON
2011-01-31, 1.0572835087294126, NVDA LULU BKR REGN FTNT AMAT ILMN ASML TMUS KLAC
2011-02-28, 0.9806079666087296, NVDA LULU BKR KLAC ASML AMAT SIRI AVGO CMCSA FTNT
2011-03-31, 1.0588890669455928, REGN VRTX FTNT NFLX LULU BKR TMUS BKNG KLAC CSX
2011-04-30, 1.010824577912299, REGN BIIB LULU VRTX MELI TMUS BKNG FTNT SIRI CSGP
2011-05-31, 0.9993414153638275, REGN BIIB MELI NFLX SGEN EA SIRI MNST TMUS ODFL
2011-06-30, 0.9277657653633347, BIIB MNST SIRI SGEN REGN LULU FTNT AVGO EA DLTR
2011-07-31, 0.9807498185662734, LULU MNST DLTR ISRG NFLX AMZN AAPL SBUX EA GILD
2011-08-31, 0.9742535082069805, LULU MNST DLTR AAPL AMZN ISRG ORLY SBUX BKNG VRSK
2011-09-30, 1.044423160222641, AAPL DLTR MNST AMZN XEL REGN AEP ATVI ORLY COST
2011-10-31, 0.9846017972444837, SGEN ORLY DLTR KLAC ASML MNST ROST INTU BIIB FAST
2011-11-30, 0.9933991804773606, MELI CSGP ALGN KLAC FAST INTC BIIB ODFL ORLY CDNS
2011-12-31, 0.9981135485885151, ALGN MELI ODFL FAST CSGP ISRG KLAC CTAS GOOGL GOOG
2012-01-31, 1.0626707332429222, REGN MELI CTAS FAST AMGN MNST GILD ODFL ROST VRSK
2012-02-29, 1.0608914896444543, REGN AAPL LULU CMCSA FAST CTAS SIRI MSFT MNST ROST
2012-03-31, 1.0143697012098367, REGN LULU BKNG AAPL MNST MAR SIRI FTNT CMCSA QCOM
2012-04-30, 0.9583144264500969, REGN BKNG ALGN EBAY ORLY AAPL WBD ISRG MNST VRSK
2012-05-31, 0.9837082946629941, VRTX REGN MNST ALGN ROST DLTR SBUX BIIB ORLY VRSK
2012-06-30, 0.9801118480417952, VRTX SGEN ALGN CSGP MNST BIIB DLTR EBAY AMZN IDXX
2012-07-31, 0.9992586343713757, SGEN AMGN CSGP KDP ASML PEP AEP COST XEL BIIB
2012-08-31, 1.0254063100208746, SGEN SIRI CDNS ASML AMGN EBAY GOOG GOOGL CMCSA AAPL
2012-09-30, 0.9705566189570085, TMUS SIRI REGN GOOG GOOGL GILD CDNS CPRT ANSS AMGN
2012-10-31, 1.0307444075403676, SIRI GILD CPRT DXCM ODFL WBD TMUS CMCSA ILMN IDXX
2012-11-30, 1.0212090881623752, ASML NFLX GILD ILMN REGN CPRT ODFL CMCSA EBAY ADBE
2012-12-31, 1.1238596242427379, NFLX ASML ADBE PCAR ILMN ODFL SIRI REGN GILD FAST
2013-01-31, 1.002796083737353, NFLX ASML CPRT SBUX REGN WBD GILD SGEN DXCM EBAY
2013-02-28, 1.0457960748422517, NFLX AMAT ATVI WBA WBD VRSK CSGP HON GOOGL GOOG
2013-03-31, 1.0352250490075985, NFLX MU SGEN ATVI GILD BIIB WBA CSX WBD CSGP
2013-04-30, 1.0568128539195842, VRTX BIIB ATVI NFLX GILD ILMN SGEN WBA MU REGN
2013-05-31, 1.0073609530314935, VRTX REGN BIIB ILMN DXCM MU MELI EA GILD MSFT
2013-06-30, 1.0675431452739212, VRTX MU ILMN TMUS DXCM EA REGN BKNG CSGP ASML
2013-07-31, 1.0070894283355272, EA CSGP MU DXCM ALGN BKNG REGN ILMN CSCO TMUS
2013-08-31, 1.0786674436712307, CSGP DXCM NFLX SGEN ALGN BKNG MU EA ATVI ORLY
2013-09-30, 1.0233873200228687, NFLX SGEN REGN CSGP ALGN DXCM MELI ASML GILD BKNG
2013-10-31, 1.0699579704277589, MU ALGN DXCM NFLX AVGO BKR AMZN BKNG CTSH WBA
2013-11-30, 1.028464452982224, MU AMZN BIIB NFLX CTSH BKNG ILMN ALGN CSGP GOOGL
2013-12-31, 1.052332145775705, ILMN TMUS GOOG GOOGL AMZN MRVL DXCM MU AVGO CTSH
2014-01-31, 1.0836037552281654, ILMN DXCM MU ADSK BIIB NFLX MRVL AVGO AZN MNST
2014-02-28, 0.9281203546851797, ILMN AVGO DXCM SGEN MNST AZN NFLX IDXX ADBE NVDA
2014-03-31, 0.9692676587648357, ILMN AVGO BKR DXCM AMAT ATVI WBA ORLY PCAR IDXX
2014-04-30, 1.0291073717031292, AZN BKR AMD WBA AAPL NVDA ATVI MAR AVGO PCAR
2014-05-31, 1.0378962702394485, EA EXC AAPL ODFL LRCX MU AVGO MAR TMUS BKR
2014-06-30, 0.9919911071982911, MU NFLX EA LRCX AAPL INTC ILMN GILD MAR BKR
