id,question,content,training_data_type
049e218b-dade-57c7-a0e7-7490d531f93a-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","  SELECT c.FirstName, c.LastName, SUM(i.Total) AS TotalSpent
FROM Customer c
JOIN Invoice i ON c.CustomerId = i.CustomerId
GROUP BY c.CustomerId
ORDER BY TotalSpent DESC
LIMIT 5",sql
1723ed4b-ca11-550a-8a2e-70f70fceb358-sql,List all employees and their reporting manager's name (if any):," SELECT e.FirstName || ' ' || e.LastName AS EmployeeName, COALESCE(m.FirstName || ' ' || m.LastName, 'No Manager') AS ManagerName
FROM Employee e
LEFT JOIN Employee m ON e.ReportsTo = m.EmployeeId",sql
1a7386d5-a837-54de-8618-db761a1c4104-sql,Identify artists who have albums with tracks appearing in multiple genres:,"  SELECT DISTINCT Artist.Name AS Artist
FROM Artist
JOIN Album ON Artist.ArtistId = Album.ArtistId
JOIN Track ON Album.AlbumId = Track.AlbumId
JOIN Genre ON Track.GenreId = Genre.GenreId
WHERE EXISTS (
    SELECT 1
    FROM Track t2
    WHERE t2.AlbumId = Track.AlbumId
    AND t2.GenreId <> Track.GenreId
)",sql
1b074ebc-9da3-5b8e-a4a6-aba466772137-sql, Get the average invoice total for each customer:," SELECT Invoice.CustomerId, AVG(Invoice.Total) AS AverageInvoiceTotal
FROM Invoice
GROUP BY Invoice.CustomerId",sql
2e2384c4-790d-5e2c-8fa7-a359e1f56365-sql,Find the customer with the most invoices ," SELECT Customer.FirstName, Customer.LastName, COUNT(Invoice.InvoiceId) AS InvoiceCount
FROM Customer
JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId
GROUP BY Customer.CustomerId
ORDER BY InvoiceCount DESC
LIMIT 1",sql
3a7c2df1-e904-5d2a-8cdf-cadcdbe955ef-sql,what are the top 5 countries that customers come from?,"SELECT BillingCountry AS Country, COUNT(*) AS CustomerCount
FROM Invoice
GROUP BY BillingCountry
ORDER BY CustomerCount DESC
LIMIT 5",sql
47d2f73a-74f3-500f-ad35-d093a0737aa4-sql,Find the top 5 most expensive tracks (based on unit price):," SELECT Name, UnitPrice
FROM Track
ORDER BY UnitPrice DESC
LIMIT 5",sql
4ae76739-2dae-5c52-a5a1-d1f9adffc50e-sql,List all albums and their corresponding artist names  ,"SELECT Album.Title AS Album, Artist.Name AS Artist
FROM Album
JOIN Artist ON Album.ArtistId = Artist.ArtistId",sql
7c3f60ad-f501-5aae-b59f-5e3b6e704ae7-sql,List all genres and the number of tracks in each genre:," SELECT Genre.Name AS Genre, COUNT(Track.TrackId) AS NumberOfTracks
FROM Genre
LEFT JOIN Track ON Genre.GenreId = Track.GenreId
GROUP BY Genre.Name",sql
96175383-6745-5c04-aac1-a77cf88ef2aa-sql," 
        Can you find the top 10 most popular artists based on the number of tracks?
        Hint: There are 3 tables - artists, albums and tracks, 
        where albums and artists are linked by ArtistId, albums and tracks are linked by AlbumId,
    "," SELECT Artist.Name AS Artist, COUNT(Track.TrackId) AS NumberOfTracks
FROM Artist
JOIN Album ON Artist.ArtistId = Album.ArtistId
JOIN Track ON Album.AlbumId = Track.AlbumId
GROUP BY Artist.ArtistId
ORDER BY NumberOfTracks DESC
LIMIT 10",sql
