id,question,content,training_data_type
043f0802-2d5a-51e2-9389-dcb4e774f4d0-sql,Get the total number of invoices for each customer,"SELECT CustomerId, COUNT(*) AS NumberOfInvoices FROM invoices GROUP BY CustomerId LIMIT 20",sql
05cf6aab-30a9-5fd2-bf90-943b0a7f08c6-sql,"
                    For this question:  
        Can you find the top 10 most popular artists based on the number of tracks?
        Hint: There are 3 tables - artists, albums and tracks, 
        where albums and artists are linked by ArtistId, albums and tracks are linked by AlbumId,
    , 
                    your generated SQL statement: SELECT T1.Name, COUNT(T2.TrackId) AS NumberOfTracks FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId GROUP BY T1.Name ORDER BY NumberOfTracks DESC LIMIT 10 results in the following error: [ERROR-DB] Failed to execute SQL: SELECT T1.Name, COUNT(T2.TrackId) AS NumberOfTracks FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId GROUP BY T1.Name ORDER BY NumberOfTracks DESC LIMIT 10
 Execution failed on sql 'SELECT T1.Name, COUNT(T2.TrackId) AS NumberOfTracks FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId GROUP BY T1.Name ORDER BY NumberOfTracks DESC LIMIT 10': no such column: T2.TrackId .
                    Can you please fix this error and re-generate the SQL statement?
                ","SELECT T1.Name, COUNT(T3.AlbumID) AS NumberOfTracks FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId GROUP BY T1.Name ORDER BY NumberOfTracks DESC LIMIT 10",sql
15aac60e-cb46-5006-b812-57ce43a744d4-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT * FROM tracks WHERE Name LIKE '%What%' COLLATE NOCASE LIMIT 20,sql
198be005-3d10-5b95-8e39-9a73ae76e6bc-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20,sql
1e21a9ef-b5c5-5756-9512-012bd52ba828-sql,List all employees and their reporting manager's name (if any):,"SELECT e.FirstName || ' ' || e.LastName AS Employee, m.FirstName || ' ' || m.LastName AS Manager FROM employees e LEFT JOIN employees m ON e.ReportsTo = m.EmployeeId LIMIT 20",sql
2e0b40fc-8683-5255-9930-83b6708ae0b6-sql,"
                    For this question: Find the customer who bought the most albums in total quantity (across all invoices):, 
                    your generated SQL statement: SELECT c.FirstName, c.LastName, SUM(i.Quantity) as TotalQuantity FROM customers AS c JOIN invoices AS i ON c.CustomerId = i.CustomerId JOIN invoice_items AS ii ON i.InvoiceId = ii.InvoiceId WHERE ii.UnitPrice > 10 GROUP BY c.CustomerId ORDER BY TotalQuantity DESC LIMIT 1 results in the following error: [ERROR-DB] Failed to execute SQL: SELECT c.FirstName, c.LastName, SUM(i.Quantity) as TotalQuantity FROM customers AS c JOIN invoices AS i ON c.CustomerId = i.CustomerId JOIN invoice_items AS ii ON i.InvoiceId = ii.InvoiceId WHERE ii.UnitPrice > 10 GROUP BY c.CustomerId ORDER BY TotalQuantity DESC LIMIT 1
 Execution failed on sql 'SELECT c.FirstName, c.LastName, SUM(i.Quantity) as TotalQuantity FROM customers AS c JOIN invoices AS i ON c.CustomerId = i.CustomerId JOIN invoice_items AS ii ON i.InvoiceId = ii.InvoiceId WHERE ii.UnitPrice > 10 GROUP BY c.CustomerId ORDER BY TotalQuantity DESC LIMIT 1': no such column: i.Quantity .
                    Can you please fix this error and re-generate the SQL statement?
                ","SELECT T2.FirstName, T2.LastName, SUM(T3.Quantity) as TotalQuantity FROM invoices AS T1 JOIN customers AS T2 ON T1.CustomerId = T2.CustomerId JOIN invoice_items AS T3 ON T1.InvoiceId = T3.InvoiceId GROUP BY T2.CustomerId ORDER BY TotalQuantity DESC LIMIT 1",sql
2f4771cd-5fb2-5c41-b474-82b3201e4ea0-sql,List all genres and the number of tracks in each genre:,"SELECT T1.Name, COUNT(T2.GenreId) AS NumberOfTracks FROM genres AS T1 INNER JOIN tracks AS T2 ON T1.GenreId = T2.GenreId GROUP BY T1.Name LIMIT 20",sql
338220d2-e7c5-50c2-a789-f05be94770c6-sql,"      
        Find the top 5 customers who bought the most albums in total quantity (across all invoices):
        Hint: album quantity is found in invoice_items, 
    ","SELECT T2.FirstName, T2.LastName, SUM(T3.Quantity) as TotalQuantity FROM invoices AS T1 JOIN customers AS T2 ON T1.CustomerId = T2.CustomerId JOIN invoice_items AS T3 ON T1.InvoiceId = T3.InvoiceId GROUP BY T2.CustomerId ORDER BY TotalQuantity DESC LIMIT 5",sql
3497e46f-9294-5380-8363-8234687dd5a6-sql, Get the average invoice total for each customer:,"SELECT CustomerId, AVG(Total) AS AverageInvoiceTotal FROM invoices GROUP BY CustomerId LIMIT 20",sql
3573cc12-226d-594d-b18e-59b7a60974e9-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
