id,question,content,training_data_type
0be90b0c-cac2-5df7-af5e-51d01c2b5a1d-sql,"
                    Generating SQL for this question: which table stores customer's orders
                    results in the following error: [ERROR-SQL] the generated SQL : The `invoices` table stores customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                ",SELECT * FROM invoices LIMIT 20,sql
10d5f3ff-10ab-5462-bc52-36e0e8154e50-sql,Find all invoices since 2010 and the total amount invoiced:,"SELECT * , SUM(Total) as TotalAmountInvoiced FROM invoices WHERE InvoiceDate >= '2010-01-01' GROUP BY InvoiceDate LIMIT 20",sql
16dc5b30-89de-5e41-a483-e988d6c7ef7a-sql, Get the average invoice total for each customer:,"SELECT AVG(Total), CustomerId FROM invoices GROUP BY CustomerId LIMIT 20",sql
198be005-3d10-5b95-8e39-9a73ae76e6bc-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20,sql
1e528b6f-608b-530a-a353-560790224252-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT C.CustomerId, C.FirstName, C.LastName, SUM(I.Total) as TotalSpent FROM customers AS C JOIN invoices AS I ON C.CustomerId = I.CustomerId GROUP BY C.CustomerId ORDER BY TotalSpent DESC LIMIT 5",sql
2f332ab5-c384-582d-99f7-0b2c87a78c07-sql,List all employees and their reporting manager's name (if any):,"SELECT T1.FirstName, T1.LastName , T2.FirstName AS ManagerFirstName, T2.LastName AS ManagerLastName FROM employees AS T1 LEFT JOIN employees AS T2 ON T1.ReportsTo = T2.EmployeeId LIMIT 20",sql
3573cc12-226d-594d-b18e-59b7a60974e9-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
474ce50c-25e0-5311-954e-3f67693a2c91-sql,Get all playlists containing at least 10 tracks and the total duration of those tracks:,"SELECT T1.Name , SUM(T3.Milliseconds) as TotalDuration FROM playlists AS T1 INNER JOIN playlist_track AS T2 ON T1.PlaylistId = T2.PlaylistId INNER JOIN tracks AS T3 ON T2.TrackId = T3.TrackId GROUP BY T1.Name HAVING COUNT(T3.TrackID) >= 10 LIMIT 20",sql
7d9d0f86-6fe1-5c2c-bdfb-4b4d7646439f-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT * FROM tracks WHERE Name LIKE '%what%' LIMIT 20,sql
87341edd-faff-5ec3-9ea7-0121d82d2982-sql,List all genres and the number of tracks in each genre:,"SELECT T1.Name , COUNT(T2.TrackID) FROM genres AS T1 INNER JOIN tracks AS T2 ON T1.GenreId = T2.GenreId GROUP BY T1.Name LIMIT 20",sql
97d8ba2d-fd36-5cf3-90c5-58252caa6223-sql,Find the customer with the most invoices ,"SELECT C.CustomerId, C.FirstName, C.LastName, COUNT(I.InvoiceId) as InvoiceCount FROM customers AS C JOIN invoices AS I ON C.CustomerId = I.CustomerId GROUP BY C.CustomerId ORDER BY InvoiceCount DESC LIMIT 1",sql
9e4458a1-b28d-53e8-a8ba-3679ed3b4b26-sql,List all albums and their corresponding artist names  ,"SELECT T1.Title, T2.Name FROM albums AS T1 INNER JOIN artists AS T2 ON T1.ArtistId = T2.ArtistId LIMIT 20",sql
9f52b00e-4ebd-5eda-b218-51645a2fbdc1-sql,Can you list all tables in the SQLite database catalog?,SELECT name FROM sqlite_master WHERE type='table' LIMIT 20,sql
a3146099-61f5-5038-a674-df567fd9ffe0-sql,How many customers are there,SELECT COUNT(CustomerId) FROM customers LIMIT 20,sql
