id,question,content,training_data_type
0bec6259-1369-5871-bd35-d55f3b0c279d-sql,"  
         Find the top 5 customers who spent the most money overall,  
         Hint: order total can be found on invoices table, calculation using invoice_items detail table is unnecessary 
    ","SELECT CustomerId, SUM(Total) as TotalSpent FROM invoices GROUP BY CustomerId ORDER BY TotalSpent DESC LIMIT 5",sql
0d3f6071-4e14-5563-8302-2522da4f2160-sql,"
                    Generating SQL for this question: which table stores customer's orders
                    results in the following error: [ERROR-SQL] the generated SQL : The 'invoices' table stores customer's orders.
 does not starts with ('select','with') .
                    Can you try to fix the error and re-generate the SQL statement?
                ",SELECT * FROM invoices LIMIT 20,sql
0f8692f4-1960-50a9-b82e-7bb5fdab15a2-sql,List all customers from Canada and their email addresses:,SELECT Email FROM customers WHERE Country = 'Canada' LIMIT 20,sql
198be005-3d10-5b95-8e39-9a73ae76e6bc-sql,List all invoices with a total exceeding $10,SELECT * FROM invoices WHERE Total > 10 LIMIT 20,sql
206bade3-ccfc-516b-80a0-2da5b524a010-sql,Find the customer with the most invoices ,SELECT CustomerId FROM invoices GROUP BY CustomerId ORDER BY COUNT(*) DESC LIMIT 1,sql
24532ec2-4cd0-501e-a5df-de313f1c6613-sql,List all genres and the number of tracks in each genre:,"SELECT T2.Name AS GenreName, COUNT(*) AS NumberOfTracks FROM tracks AS T1 INNER JOIN genres AS T2 ON T1.GenreId = T2.GenreId GROUP BY T2.Name LIMIT 20",sql
3573cc12-226d-594d-b18e-59b7a60974e9-sql,Find the top 5 most expensive tracks (based on unit price):,"SELECT Name, UnitPrice FROM tracks ORDER BY UnitPrice DESC LIMIT 5",sql
39205e23-c047-5170-a664-cf9fbd0ef4c2-sql,"Find all tracks with a name containing ""What"" (case-insensitive) ",SELECT * FROM tracks WHERE Name LIKE '%What%' LIMIT 20,sql
41a58431-da15-57f3-80ce-cdbacc4594ba-sql,"
                    Generating SQL for this question: Identify artists who have albums with tracks appearing in multiple genres:
                    results in the following error: [ERROR-DB] Failed to execute SQL: SELECT DISTINCT T1.Name AS ArtistName FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId INNER JOIN genre_track AS T4 ON T3.TrackId = T4.TrackId GROUP BY T1.Name HAVING COUNT(DISTINCT T4.GenreId) > 1 LIMIT 20
 Execution failed on sql 'SELECT DISTINCT T1.Name AS ArtistName FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId INNER JOIN genre_track AS T4 ON T3.TrackId = T4.TrackId GROUP BY T1.Name HAVING COUNT(DISTINCT T4.GenreId) > 1 LIMIT 20': no such table: genre_track .
                    Can you try to fix the error and re-generate the SQL statement?
                ",SELECT DISTINCT T1.Name AS ArtistName FROM artists AS T1 INNER JOIN albums AS T2 ON T1.ArtistId = T2.ArtistId INNER JOIN tracks AS T3 ON T2.AlbumId = T3.AlbumId WHERE T3.GenreId IN ( SELECT GenreId FROM tracks GROUP BY GenreId HAVING COUNT(DISTINCT AlbumId) > 1 ) LIMIT 20,sql
500d365b-d29d-50b4-b629-186fc55f2207-sql,Find all invoices since 2010 and the total amount invoiced:,SELECT SUM(Total) as TotalAmountInvoiced FROM invoices WHERE InvoiceDate LIKE '2010%' LIMIT 20,sql
